,index,0
9491,arriscastes,1
9492,defenderme,1
9493,obrigação,1
9494,vendeis,1
9495,infames,1
9496,refeces,1
9497,mereceis,3
9498,contiveram,1
9499,aproveitando,1
9500,deixareis,1
9501,insultem,1
9502,atrozmente,1
9503,cuspam,1
9504,vociferaram,1
9505,furiosos,3
9506,desembainhando,1
9507,adagas,1
9508,estreitaram,1
9509,injúrias,3
9510,ameaças,2
9511,hesitavam,1
9512,fisionomias,2
9513,decompostas,1
9514,imolada,1
9515,cegos,1
9516,ferisse,1
9517,tumultuavam,2
9518,deramlhe,1
9519,supre,1
9520,cegas,1
9521,desfechar,1
9522,afastou,2
9523,tremor,3
9524,límpido,6
9525,turvou,1
9526,magnética,1
9527,altiva,3
9528,paralisou,1
9529,abateuo,1
9530,plantas,3
9531,bruta,1
9532,estáticos,2
9533,abaixai,1
9534,cobarde,1
9535,traiçoeira,1
9536,reserva,1
9537,gloriosa,1
9538,viveram,1
9539,artudidos,1
9540,embainharam,1
9541,imperativo,1
9542,clemência,1
9543,executores,2
9544,ofício,1
9545,dignos,1
9546,encarou,3
9547,reclamação,1
9548,humildes,1
9549,justiçado,1
9550,julgamento,1
9551,condeno,1
9552,morde,1
9553,ignóbil,1
9554,entregoo,1
9555,imóveis,4
9556,respeitosos,1
9557,tochas,1
9558,colorido,4
9559,cumprida,1
9560,fielmente,1
9561,tenhoa,1
9562,exterminarvos,1
9563,livrar,2
9564,ocupeis,1
9565,afronta,1
9566,resistiu,1
9567,rompendo,3
9568,conferência,2
9569,parados,2
9570,aproximarem,1
9571,queimadas,1
9572,balbuciante,2
9573,vomitavam,1
9574,viemonos,1
9575,entregar,1
9576,preferimos,1
9577,apelar,1
9578,escaparmos,1
9579,enormidade,1
9580,retirastes,1
9581,preparamse,1
9582,venham,1
9583,receberei,1
9584,aceitaremos,1
9585,grado,2
9586,impuserdes,1
9587,mandai,1
9588,obedeceremos,1
9589,dainos,1
9590,defendendovos,1
9591,pedimos,1
9592,ajoelhados,2
9593,combatia,2
9594,orgulhosa,1
9595,deixavase,1
9596,desejavam,1
9597,elevouos,1
9598,reconheçovos,1
9599,repreendi,1
9600,bravos,3
9601,pelejastes,1
9602,esquece,2
9603,morramos,1
9604,combatendo,1
9605,fileira,1
9606,radiantes,1
9607,atordoamento,1
9608,recorresse,1
9609,eloqüência,1
9610,pintou,2
9611,atribuiu,1
9612,desgraças,1
9613,fanatismo,3
9614,esgotou,1
9615,fermentando,1
9616,excitação,1
9617,lavrar,3
9618,murmúrios,4
9619,lastrava,2
9620,presenciasse,1
9621,atirálo,1
9622,raivosa,1
9623,possessos,1
9624,pronunciouse,1
9625,preparavam,4
9626,oferecerse,1
9627,partilharem,1
9628,apresentasse,1
9629,revoltosos,1
9630,rebelde,2
9631,discute,1
9632,condenados,1
9633,quatorze,1
9634,recolheramse,1
9635,rezavam,1
9636,comandados,1
9637,arregimentaramse,1
9638,mostrarlhes,1
9639,hediondez,1
9640,prolongou,2
9641,traspassado,1
9642,movediça,1
9643,irradiando,1
9644,clavas,1
9645,avançavam,1
9646,medonhos,1
9647,inúbia,2
9648,retroava,1
9649,instrumentos,3
9650,brados,1
9651,alaridos,2
9652,horda,3
9653,reduzida,1
9654,brutalidade,1
9655,desânimo,1
9656,escurecendo,1
9657,abatiamse,1
9658,crivavam,1
9659,revoltados,8
9660,retiraramse,2
9661,trataram,2
9662,armistício,1
9663,rebeldes,2
9664,reunirem,1
9665,levassem,1
9666,encastelado,1
9667,penhores,1
9668,permitisse,1
9669,morreriam,2
9670,despojos,2
9671,atirassem,1
9672,capitão,1
9673,abandonar,7
9674,navio,1
9675,assegurado,1
9676,mudada,2
9677,animada,2
9678,abandonada,1
9679,concentrara,1
9680,quartinho,1
9681,estabelecera,1
9682,quartelgeneral,1
9683,operações,1
9684,partilhava,2
9685,desanimo,1
9686,fechadas,1
9687,cravandose,1
9688,enfiandose,2
9689,extremidades,1
9690,praticado,2
9691,seteiras,1
9692,investido,2
9693,dispunha,2
9694,repelilos,1
9695,carregada,1
9696,descansava,3
9697,colocadas,1
9698,malhas,1
9699,guarnecia,1
9700,dolorosas,1
9701,alquebrado,1
9702,prostravase,1
9703,agitavamse,1
9704,ondular,2
9705,exalava,2
9706,seguiaa,1
9707,tocado,5
9708,loucuras,2
9709,contêlo,1
9710,abatia,1
9711,assustara,1
9712,aflita,2
9713,alimento,4
9714,traziam,1
9715,arriscandose,1
9716,despedaçarse,3
9717,crivado,1
9718,favo,2
9719,envolto,2
9720,esquisita,1
9721,proibirlhe,1
9722,guardálo,1
9723,deveriam,1
9724,morresse,3
9725,velaria,1
9726,meiguice,1
9727,admitir,2
9728,suplicoulhe,1
9729,entreabrira,1
9730,filtrava,1
9731,mira,1
9732,chover,1
9733,paliçada,3
9734,amparálo,1
9735,destinada,5
9736,girava,2
9737,feridos,1
9738,encorajava,1
9739,auxiliava,1
9740,cruzados,4
9741,postara,1
9742,sentarse,3
9743,soava,2
9744,acordava,1
9745,sobressaltado,1
9746,render,1
9747,trajava,1
9748,forrado,1
9749,tomandolhe,3
9750,rasgão,1
9751,forro,1
9752,desprender,1
9753,suplicandoo,1
9754,arrastandoo,1
9755,levouo,1
9756,obrigou,2
9757,devoram,1
9758,reunidos,3
9759,amavam,3
9760,resignada,3
9761,resistisse,1
9762,cuidava,2
9763,prometera,1
9764,imperiosa,2
9765,alimentar,2
9766,suplicando,4
9767,atração,1
9768,fascinadora,1
9769,animandoa,1
9770,cercavaa,1
9771,deslumbrante,1
9772,amaria,1
9773,confessara,1
9774,cairia,1
9775,esqueceria,1
9776,cedia,1
9777,heroicamente,1
9778,concentravase,1
9779,sentandose,3
9780,saciavase,1
9781,sentilo,1
9782,ameaçando,1
9783,repousa,1
9784,impresso,1
9785,olharvos,1
9786,brandura,1
9787,passeáveis,1
9788,feria,1
9789,crivada,2
9790,exterior,1
9791,expondes,1
9792,conserve,2
9793,acompanharvos,1
9794,custar,1
9795,faleis,1
9796,mentirvos,1
9797,trai,1
9798,despótico,1
9799,dizêlo,1
9800,sentis,1
9801,leio,1
9802,estimais,1
9803,fugis,1
9804,amais,1
9805,comoção,3
9806,estática,1
9807,sufocavam,1
9808,expunha,1
9809,protegêlo,1
9810,pronunciara,1
9811,imprudentes,1
9812,tornandose,1
9813,ignorais,1
9814,desligar,3
9815,cumprila,2
9816,condenaria,2
9817,desleal,2
9818,julgar,2
9819,brilharam,6
9820,deixaivos,1
9821,desonra,1
9822,prende,1
9823,amarme,1
9824,repeli,1
9825,suplicais,1
9826,pedis,1
9827,recusastes,1
9828,aceitaia,1
9829,suplicar,4
9830,reclinandose,2
9831,ressoava,3
9832,preocupava,1
9833,absorvia,1
9834,repassado,4
9835,correrás,1
9836,morras,1
9837,rejeito,1
9838,rejeitoo,1
9839,sossega,1
9840,teme,2
9841,vencêlo,3
9842,incrédulo,1
9843,vencerá,2
9844,naturalidade,1
9845,inconcebível,1
9846,assaltavam,1
9847,imensos,1
9848,abatem,1
9849,quebra,1
9850,doma,1
9851,vence,1
9852,providencial,1
9853,vença,1
9854,salvarnos,1
9855,morreres,1
9856,deres,1
9857,dantes,2
9858,começavam,5
9859,apagarse,1
9860,tardaria,2
9861,convicção,3
9862,ousado,1
9863,anular,1
9864,fulminálos,1
9865,proximidade,1
9866,ocupada,1
9867,possuíam,1
9868,deitouas,1
9869,lançouos,1
9870,troféu,1
9871,apertouo,1
9872,curvandoo,1
9873,quebrouo,1
9874,juntarse,2
9875,emblemas,1
9876,abandona,1
9877,venceria,1
9878,pronunciava,2
9879,cingindo,2
9880,troféus,1
9881,insígnias,1
9882,estreitouas,1
9883,agreste,1
9884,avisoulhe,1
9885,artelho,1
9886,cocos,2
9887,tingidos,1
9888,amarelo,1
9889,partiuos,1
9890,fechandoos,1
9891,desafio,1
9892,brecha,5
9893,vicissitudes,1
9894,túmulo,6
9895,respeitara,1
9896,encarado,1
9897,esvaecera,1
9898,aparecido,1
9899,suspensão,1
9900,hostilidades,1
9901,conservação,3
9902,interesses,1
9903,ódios,1
9904,cedeu,2
9905,espontâneo,2
9906,repelir,2
9907,observandose,1
9908,defenderemse,1
9909,constituíra,1
9910,tenaz,1
9911,incessantemente,1
9912,entregavaos,1
9913,excitados,1
9914,sanguinários,1
9915,ferozes,3
9916,atacavam,4
9917,assentada,1
9918,acessível,1
9919,capitulo,1
9920,defendida,1
9921,destruída,2
9922,substituiriam,1
9923,opunha,2
9924,precipitariam,1
9925,aconselhava,1
9926,aconselhado,1
9927,tornarseia,1
9928,salvava,1
9929,esgotado,2
9930,satânico,1
9931,fixandose,1
9932,consumação,1
9933,planejara,1
9934,pôlo,1
9935,protegia,2
9936,atacando,2
9937,embalandose,1
9938,contávamos,1
9939,abrese,1
9940,pressentido,1
9941,mandouo,1
9942,atacassem,1
9943,tonto,1
9944,caminharam,1
9945,cozinha,3
9946,despensa,5
9947,esclarecer,2
9948,apagouse,1
9949,desazado,1
9950,contrariado,1
9951,queixaivos,1
9952,gasteis,1
9953,impedir,1
9954,tocoulhe,3
9955,brandindo,1
9956,pavio,1
9957,apagou,1
9958,tinta,1
9959,precisam,2
9960,ocultarse,1
9961,ouviram,3
9962,morcego,2
9963,agitando,1
9964,demorado,1
9965,praticada,1
9966,penetraram,1
9967,habitada,1
9968,adufada,1
9969,deitaremos,1
9970,solidez,1
9971,fortaleza,1
9972,permitia,3
9973,introduzir,1
9974,socorridos,1
9975,remover,1
9976,despertaria,1
9977,inutilizaria,2
9978,tijolo,1
9979,divisão,1
9980,mediu,1
9981,acenou,3
9982,havemos,3
9983,mosquito,1
9984,assenta,1
9985,viga,2
9986,tirada,1
9987,possam,1
9988,reboco,1
9989,confiara,3
9990,sufocado,2
9991,fumaça,6
9992,blasfemavam,1
9993,indagar,1
9994,chegandolhe,1
9995,renegado,1
9996,sacrílego,2
9997,doute,3
9998,ires,1
9999,entregarte,1
10000,fizeres,2
10001,avir,1
10002,contevese,1
10003,transtornouvos,1
10004,juízo,1
10005,deitarvos,1
10006,despontava,2
10007,comunicava,2
10008,perspicácia,1
10009,insignificante,2
10010,pancada,1
10011,despertar,3
10012,fino,1
10013,auscultara,1
10014,pancadas,1
10015,atemorizarse,1
10016,praticava,1
10017,perdição,1
10018,contentouse,1
10019,comunicavam,1
10020,pregálas,1
10021,exterminálos,1
10022,quartola,1
10023,continham,1
10024,gelou,1
10025,abjeto,1
10026,muita,1
10027,ímpetos,1
10028,tomava,3
10029,subjugálo,1
10030,denunciaria,1
10031,fugisse,3
10032,restasse,1
10033,abortar,1
10034,molhada,1
10035,recuava,1
10036,punhalada,1
10037,resvalou,4
10038,estado,1
10039,morcegos,1
10040,esvoaçavam,1
10041,lembraramlhe,1
10042,abrindolhe,1
10043,cesura,1
10044,soltouo,1
10045,vampiro,1
10046,procuraria,1
10047,esvoaçar,1
10048,enganaria,1
10049,correspondeu,1
10050,enxugar,1
10051,pareça,2
10052,planos,1
10053,queimandose,1
10054,excitarlhes,1
10055,revoltado,2
10056,dividia,1
10057,realmente,6
10058,admirasse,1
10059,expressa,1
10060,proibira,1
10061,contrariava,1
10062,rondar,1
10063,giro,2
10064,notava,1
10065,alongava,1
10066,suportar,1
10067,pinga,1
10068,camarada,2
10069,desprazer,1
10070,baforada,1
10071,tabaco,2
10072,fumava,1
10073,bolso,1
10074,bragas,1
10075,cachimbo,1
10076,decidiu,2
10077,isca,1
10078,tarda,1
10079,fariseu,1
10080,fazerme,2
10081,enraivar,1
10082,nonadas,1
10083,redentor,1
10084,confessando,1
10085,culpas,1
10086,digovos,1
10087,mentis,1
10088,belzebu,1
10089,perderia,1
10090,endemoninhados,1
10091,batista,1
10092,patrão,1
10093,chamainos,1
10094,hereges,2
10095,chame,1
10096,abjurou,1
10097,votos,2
10098,sabíeis,1
10099,exagerando,1
10100,religiosos,1
10101,iluminavam,1
10102,irritados,1
10103,olhavam,2
10104,gestos,2
10105,poderem,1
10106,defendia,2
10107,prodigiosa,1
10108,tigres,1
10109,cairão,1
10110,erguerem,1
10111,empreendera,1
10112,exceder,1
10113,conclusão,1
10114,fixar,1
10115,traçar,1
10116,marchar,3
10117,infalível,4
10118,visava,1
10119,pusesse,1
10120,percorreu,3
10121,maravilhoso,1
10122,cumprimento,2
10123,inspiram,1
10124,aniquilam,1
10125,conseguiriam,1
10126,futuros,1
10127,ligou,1
10128,vestiu,1
10129,experimentou,1
10130,inerme,1
10131,recostado,3
10132,substituída,1
10133,abrasadora,1
10134,revoltavase,3
10135,arrancálo,1
10136,exagerara,1
10137,infiel,1
10138,durar,1
10139,exaustos,1
10140,enfraquecidos,1
10141,sucumbissem,1
10142,desligado,1
10143,balbuciar,1
10144,lutaria,1
10145,vires,1
10146,desligada,1
10147,enterraa,1
10148,reverdece,1
10149,cobrava,1
10150,reanimava,2
10151,entes,2
10152,contemploua,1
10153,partindose,1
10154,enleada,1
10155,inteligentes,1
10156,epopéia,1
10157,prendia,6
10158,reclinou,3
10159,fimbria,1
10160,deslizava,1
10161,aproximavase,1
10162,poltrona,4
10163,recebeuo,1
10164,pungente,3
10165,vivesses,1
10166,suplicasse,1
10167,guante,1
10168,contarlhe,1
10169,proferia,2
10170,ligarlhes,1
10171,pretendes,1
10172,querias,1
10173,fêlo,1
10174,suplicantes,1
10175,evitasse,1
10176,heróico,2
10177,voluntária,1
10178,consentirei,2
10179,competia,1
10180,roubarme,1
10181,rígido,1
10182,oposições,1
10183,súplica,3
10184,praticando,1
10185,estacava,1
10186,despedaçava,1
10187,girarem,1
10188,figuras,2
10189,sanguinário,1
10190,manchála,1
10191,impuras,1
10192,rojar,2
10193,tintos,1
10194,lúgubres,2
10195,morreremos,3
10196,alucinado,2
10197,instantâneo,2
10198,soberba,2
10199,resplandecia,1
10200,fulvos,1
10201,iluminam,1
10202,tormenta,1
10203,arqueados,1
10204,atirando,1
10205,proíbote,1
10206,saias,1
10207,anelante,2
10208,opresso,2
10209,celeuma,1
10210,reteve,2
10211,friamente,3
10212,cumprirás,1
10213,tranqüilizate,1
10214,destruía,1
10215,impossibilitava,1
10216,retraindose,1
10217,cabide,1
10218,empunhando,2
10219,pesado,1
10220,montante,7
10221,descortinavase,1
10222,cascatas,2
10223,vastas,1
10224,esmaltado,1
10225,achamalotavam,1
10226,grupados,2
10227,reduzidos,2
10228,supria,1
10229,artes,1
10230,incontestavelmente,1
10231,estímulos,1
10232,inflamáveis,1
10233,incendiar,1
10234,contavam,4
10235,destruílo,1
10236,arranjavam,1
10237,projéteis,1
10238,lembravam,1
10239,pelouros,1
10240,bombardas,1
10241,civilizados,2
10242,envolviam,5
10243,resina,1
10244,almécega,1
10245,inflamadas,2
10246,despedidas,1
10247,voavam,2
10248,vigas,1
10249,incitava,1
10250,lambia,2
10251,ocupavam,1
10252,braveza,1
10253,apagado,1
10254,cunho,3
10255,arruivados,1
10256,caiamlhe,1
10257,criada,3
10258,decompostos,2
10259,arregaçados,1
10260,contração,1
10261,faciais,1
10262,imprimem,1
10263,afeitas,1
10264,agudos,1
10265,alimentação,2
10266,tingira,1
10267,amarelenta,1
10268,áspera,1
10269,calosa,1
10270,temíveis,1
10271,agigantado,1
10272,brenhas,1
10273,ereto,1
10274,julgaria,1
10275,quadrúmanos,1
10276,ornavam,1
10277,colares,1
10278,untado,1
10279,distinguiase,1
10280,avançada,1
10281,agrupados,1
10282,presidia,1
10283,queimava,1
10284,espirais,2
10285,cingia,3
10286,brama,1
10287,névoa,3
10288,aspirava,4
10289,embriagador,1
10290,dilatar,1
10291,sensual,2
10292,canibal,1
10293,espesso,2
10294,enovelava,1
10295,fantástica,3
10296,ídolo,1
10297,ignorantes,1
10298,bárbaros,4
10299,soprava,2
10300,brasido,2
10301,queimando,1
10302,pitima,1
10303,interrogar,3
10304,tocandolhe,1
10305,trabalhar,2
10306,elétrico,1
10307,comunicasse,1
10308,imprimisse,1
10309,sucessivamente,1
10310,interrompeu,2
10311,finura,1
10312,olfato,1
10313,farejam,1
10314,atores,2
10315,apoiandose,3
10316,estendida,1
10317,tangapema,6
10318,clava,7
10319,ciclope,1
10320,fêla,1
10321,fincandoa,1
10322,tacapes,2
10323,cortavam,1
10324,colocaramse,1
10325,misturaramse,1
10326,crianças,1
10327,meninos,1
10328,defendidos,2
10329,opunham,1
10330,conservaramse,1
10331,aplicados,1
10332,expectativa,1
10333,cessou,1
10334,cobrandose,1
10335,convencidos,1
10336,iludidos,1
10337,surgido,1
10338,exemplos,1
10339,sequiosos,2
10340,preparouse,3
10341,favorecia,1
10342,disparidade,1
10343,atacálo,1
10344,bramindo,2
10345,atiraramse,1
10346,mole,1
10347,tromba,3
10348,turbilhão,7
10349,repeliam,1
10350,tombavam,1
10351,estorciam,1
10352,desapareciam,3
10353,dorsos,1
10354,contraiam,1
10355,membros,5
10356,monstro,3
10357,debatendose,1
10358,convulsões,3
10359,luzentes,1
10360,percorre,1
10361,gemidos,1
10362,roucos,4
10363,abafados,1
10364,confundindose,2
10365,pandemônio,1
10366,aterradora,1
10367,suspenderam,1
10368,servirlhe,2
10369,sopesando,1
10370,alavanca,1
10371,possante,1
10372,jogar,2
10373,endireitando,2
10374,imprimindolhe,1
10375,rotação,2
10376,descarregála,1
10377,abatêlo,1
10378,descrevêlo,1
10379,atirála,2
10380,lampejou,1
10381,decepou,1
10382,repercutiu,1
10383,vertiam,2
10384,conjurandoos,1
10385,aimóres,1
10386,amontoados,1
10387,fincou,2
10388,fragmentos,1
10389,atirouos,1
10390,sobrehumana,2
10391,distendendose,1
10392,molas,1
10393,obrigaram,2
10394,erguerse,1
10395,confessava,2
10396,deram,1
10397,delas,2
10398,exclusivo,1
10399,trazerem,1
10400,sacrificálo,1
10401,festas,2
10402,cerimônias,1
10403,celebrar,1
10404,rendia,1
10405,faziao,1
10406,expandiuse,3
10407,humildade,1
10408,punhos,3
10409,mandado,1
10410,dispunham,1
10411,ligarlhe,1
10412,sujeitava,1
10413,vencedores,2
10414,encarava,1
10415,ligarem,1
10416,conduziram,2
10417,prenderam,1
10418,muçurana,2
10419,enterravam,1
10420,reuniramse,1
10421,ouviam,1
10422,respondiam,1
10423,escolhia,1
10424,melhores,1
10425,preparadas,1
10426,encarregada,1
10427,reclinada,3
10428,intenso,2
10429,bons,2
10430,próximo,2
10431,enlevavase,1
10432,olhavao,1
10433,embrutecido,2
10434,excitavalhe,1
10435,desapareceram,2
10436,saboroso,2
10437,achegandose,1
10438,lubricidade,1
10439,mórbidas,1
10440,enviada,1
10441,esposa,7
10442,embelezar,1
10443,recusado,1
10444,repelido,2
10445,enlaçouo,1
10446,mitigar,1
10447,querido,1
10448,pressentir,1
10449,suavizarlhe,2
10450,cingirem,1
10451,repeliua,1
10452,vivamente,1
10453,tardavalhe,1
10454,imolado,1
10455,humilhação,1
10456,cativeiro,1
10457,desejada,1
10458,jovens,2
10459,tinhaa,1
10460,cauim,1
10461,apresentouo,1
10462,escolhendo,2
10463,cardo,2
10464,enjeitou,1
10465,enjeitado,1
10466,atirandoo,1
10467,encarnados,1
10468,distendidos,1
10469,receberem,1
10470,pediam,2
10471,terrestre,1
10472,adejava,1
10473,fascinação,1
10474,escraviza,1
10475,viua,2
10476,afago,1
10477,espontaneamente,2
10478,próxima,1
10479,conveniência,1
10480,reprimem,1
10481,nasce,1
10482,cresce,1
10483,exótica,1
10484,vinga,1
10485,floresce,1
10486,estufas,1
10487,admirara,1
10488,contemplandoo,1
10489,destinara,1
10490,sacrificado,2
10491,admirálo,1
10492,desejálo,1
10493,aceitava,1
10494,passageira,1
10495,efêmera,1
10496,fixa,1
10497,acompanham,1
10498,aparente,1
10499,passavase,1
10500,singelas,2
10501,oferecem,1
10502,estudam,1
10503,casal,1
10504,corrixos,1
10505,desfazia,2
10506,fabricálo,1
10507,acabaram,1
10508,acariciaramse,1
10509,idílio,1
10510,cortava,1
10511,soltoulhe,1
10512,ligavam,3
10513,executou,1
10514,entregando,1
10515,mostrandolhe,2
10516,exprimiam,1
10517,partamos,1
10518,quarta,1
10519,arrependimento,3
10520,confiava,1
10521,interceptar,1
10522,comunicação,2
10523,negocio,1
10524,modificação,1
10525,proferidas,1
10526,revelaram,1
10527,recuasse,1
10528,roubaremlhe,2
10529,nutria,1
10530,bastavam,1
10531,projetara,1
10532,guiou,1
10533,demolição,2
10534,minando,1
10535,sabiam,1
10536,serviremos,1
10537,alimentam,1
10538,cevarão,1
10539,canibais,1
10540,percorrerlhes,1
10541,medula,1
10542,salvarvos,2
10543,acompanheis,1
10544,obedeçais,1
10545,cegamente,1
10546,suceda,1
10547,respondo,1
10548,demolir,1
10549,encontrarmos,1
10550,vola,1
10551,tomamos,1
10552,reunimos,1
10553,atacamos,1
10554,resistirlhes,1
10555,resistiremos,1
10556,salvaremos,2
10557,desconfiados,1
10558,atacaremos,1
10559,dividiremos,1
10560,pertenceremos,1
10561,sortida,4
10562,estratagema,1
10563,continuai,2
10564,tomoa,1
10565,marchamos,2
10566,cortarnos,1
10567,levamos,1
10568,viveres,2
10569,entregarmos,1
10570,emendar,1
10571,andemos,1
10572,arrependerdes,1
10573,conteis,1
10574,escapará,1
10575,salvem,1
10576,pareceram,1
10577,abalados,1
10578,argumento,1
10579,egoístas,1
10580,queixarem,1
10581,morrerão,1
10582,ficarmos,1
10583,resiste,1
10584,missa,1
10585,cincos,1
10586,famoso,1
10587,debuxouse,1
10588,deixarlhe,1
10589,excitálo,1
10590,tirado,1
10591,achegara,1
10592,despercebido,1
10593,derrubar,1
10594,bentas,1
10595,atire,1
10596,danada,1
10597,pediríamos,1
10598,livrasse,1
10599,estúpidos,1
10600,argila,2
10601,fazêlos,1
10602,decorreram,1
10603,deitarei,1
10604,avisaime,1
10605,revelações,1
10606,souberam,1
10607,abjurara,1
10608,procurálo,1
10609,espedaçálo,1
10610,haverá,1
10611,condenado,1
10612,receberá,1
10613,deixemoslhe,1
10614,arrependerse,2
10615,sinta,2
10616,praticou,1
10617,decidiram,1
10618,esperaram,1
10619,aparecesse,1
10620,apoderarem,1
10621,sumariamente,1
10622,desesperados,1
10623,diminuída,1
10624,fechara,1
10625,garrafas,1
10626,beberam,1
10627,chacotas,1
10628,brindes,1
10629,revelavam,2
10630,apoderar,1
10631,reunir,1
10632,ajudálo,1
10633,correriam,1
10634,sinceridade,1
10635,seguila,1
10636,lia,1
10637,insistiu,2
10638,recostandose,1
10639,acenara,1
10640,agitandose,1
10641,esforçavase,1
10642,vagamente,1
10643,leventou,1
10644,cortara,1
10645,vacilando,1
10646,apoiouse,1
10647,tomoua,2
10648,montanhas,6
10649,sobe,3
10650,aquece,1
10651,estrugiu,1
10652,maracá,1
10653,ásperos,1
10654,retumbantes,1
10655,sobressaltouse,1
10656,suplicandolhe,1
10657,sentar,1
10658,acenos,2
10659,tirála,1
10660,simbolicamente,1
10661,beijoulhe,1
10662,obrigoua,1
10663,atar,1
10664,dirigiamse,1
10665,perceberam,1
10666,torcidas,1
10667,elipse,1
10668,cento,1
10669,velhas,4
10670,pintadas,1
10671,hórrido,1
10672,lavavam,1
10673,afiavam,1
10674,facas,1
10675,lascas,2
10676,grupadas,1
10677,guardavam,1
10678,fermentadas,2
10679,entoando,2
10680,incumbida,1
10681,atrocidade,1
10682,tradicional,2
10683,assistira,1
10684,representar,1
10685,heroína,1
10686,insultandolhe,1
10687,confrangiase,1
10688,conduziam,1
10689,esticando,1
10690,desfilaram,1
10691,inúbias,1
10692,retroaram,1
10693,confundiramse,1
10694,maracás,1
10695,apressavase,1
10696,triunfal,1
10697,macabra,1
10698,valsa,1
10699,horrendos,1
10700,satânicos,1
10701,envoltos,1
10702,destacavase,2
10703,desafiava,1
10704,conjuravao,1
10705,constantes,1
10706,libações,2
10707,franjas,1
10708,ondeava,1
10709,realçavalhe,1
10710,pintado,1
10711,esverdeada,1
10712,oleosa,1
10713,cingido,1
10714,tucano,1
10715,horrendo,1
10716,vulcânicos,1
10717,resplandecentes,1
10718,amarrada,3
10719,formada,3
10720,osso,1
10721,canela,2
10722,estrondoso,1
10723,saudaram,1
10724,algoz,1
10725,matador,2
10726,constituía,1
10727,fanáticos,1
10728,cessaram,1
10729,aclamações,1
10730,acolhida,1
10731,decepada,1
10732,tacape,3
10733,desligoulhe,1
10734,ofereceulhe,1
10735,escarnecer,1
10736,vibrar,2
10737,atingir,1
10738,calcandoa,1
10739,dilata,1
10740,admirou,1
10741,adulterada,1
10742,guturais,1
10743,defendete,1
10744,mereces,1
10745,fuzilaram,1
10746,espumante,1
10747,virou,1
10748,bebida,1
10749,aromática,1
10750,temida,1
10751,preludiava,1
10752,entranhas,3
10753,banquete,5
10754,lembrando,1
10755,gloriosos,1
10756,traia,1
10757,fitavase,2
10758,volviase,1
10759,examinando,1
10760,observasse,1
10761,recuando,1
10762,elevou,3
10763,empunhava,1
10764,ansiosos,1
10765,navalhas,1
10766,estremeciam,2
10767,índias,1
10768,senhoril,1
10769,mártires,2
10770,entrevêem,1
10771,exalar,2
10772,descesse,1
10773,fere,1
10774,retumbaram,1
10775,reboaram,1
10776,rolando,1
10777,feriam,1
10778,estrondo,7
10779,ânsia,1
10780,agonizante,1
10781,vibrava,1
10782,hercúlea,1
10783,ipê,1
10784,instantânea,2
10785,ressoou,1
10786,permaneciam,1
10787,descarga,2
10788,talhar,1
10789,golpes,3
10790,máquinas,1
10791,vomitando,1
10792,apresentavam,1
10793,bramiam,1
10794,recuavam,1
10795,quebrandose,1
10796,dique,1
10797,mediou,1
10798,julgara,1
10799,chamálo,1
10800,suplicarlhe,1
10801,expusesse,1
10802,orvalhadas,1
10803,obrigar,1
10804,arriscarem,1
10805,comunidade,1
10806,perplexo,1
10807,irresoluto,1
10808,escrúpulo,1
10809,aflito,2
10810,repentinamente,1
10811,partiase,1
10812,votara,1
10813,depurandose,1
10814,emudecera,1
10815,manchar,1
10816,consolaivos,1
10817,sentiramse,1
10818,desejam,1
10819,pouparvos,1
10820,generosa,2
10821,iniciativa,1
10822,aceitála,1
10823,escrúpulos,1
10824,cessavam,1
10825,cedereis,1
10826,levaios,1
10827,prestam,1
10828,exigir,2
10829,oponho,1
10830,espiam,1
10831,confiada,1
10832,expôlo,1
10833,acreditaime,1
10834,salvareis,1
10835,confiais,1
10836,fulminará,1
10837,revestido,1
10838,imponente,1
10839,majestade,2
10840,realçou,1
10841,busto,2
10842,sujeitouse,1
10843,obedeçovos,1
10844,iremos,3
10845,voltaremos,1
10846,salvaio,2
10847,cumpra,2
10848,partiuse,1
10849,deulhes,1
10850,prepararem,1
10851,batervos,1
10852,admira,1
10853,batemos,1
10854,estarei,1
10855,arrebatado,1
10856,cintilavam,2
10857,estranho,2
10858,incendiadas,1
10859,falte,1
10860,recue,1
10861,pediria,1
10862,suplicarvos,1
10863,caminhais,1
10864,separarmos,1
10865,fique,3
10866,vergonhosa,1
10867,cingiu,1
10868,eflúvio,1
10869,palpitar,1
10870,fibras,1
10871,uniase,1
10872,imprudentemente,1
10873,comandada,1
10874,recolheuse,1
10875,deixariam,1
10876,examinado,1
10877,escorva,1
10878,recomendou,1
10879,vigilante,2
10880,atento,5
10881,tornam,1
10882,clara,1
10883,explicarse,1
10884,favorecido,1
10885,festa,2
10886,crânio,1
10887,autoridade,1
10888,insensata,1
10889,aparência,1
10890,obedeces,1
10891,custou,2
10892,cobrir,3
10893,amara,1
10894,desmaiados,1
10895,volveram,1
10896,cerrando,1
10897,tornaram,1
10898,sacrificava,1
10899,apercebeu,1
10900,batiamse,1
10901,jurei,1
10902,faze,2
10903,quiseres,1
10904,únicos,2
10905,morrem,1
10906,decorrido,1
10907,ajoelhouse,2
10908,assumira,1
10909,costumada,1
10910,cometeste,1
10911,expuseste,1
10912,precisas,2
10913,salvarte,2
10914,entregandote,1
10915,fazendote,1
10916,explicareste,1
